,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
39,10,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The facial features of which of these presidential candidates plainly matched the description of the Zodiac Killer:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Candidate A</td><td style='text-align:center'>C. Candidate C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Candidate B</td><td style='text-align:center'>D. Candidate D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
40,11,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these scientists does the majority of the public radically disagree with the research of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Scientist A</td><td style='text-align:center'>C. Scientist C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Scientist B</td><td style='text-align:center'>D. Scientist D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
41,11,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The majority of the public radically disagrees with the research of which of these scientists:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Scientist A</td><td style='text-align:center'>C. Scientist C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Scientist B</td><td style='text-align:center'>D. Scientist D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
42,11,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these scientists does the research of radically disagree with the majority of the public:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Scientist A</td><td style='text-align:center'>C. Scientist C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Scientist B</td><td style='text-align:center'>D. Scientist D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
43,11,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The research of which of these scientists radically disagrees with the majority of the public:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Scientist A</td><td style='text-align:center'>C. Scientist C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Scientist B</td><td style='text-align:center'>D. Scientist D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
44,12,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these nations does the fiscal deficit of Brazil nearly equal the budget surplus of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Nation A</td><td style='text-align:center'>C. Nation C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Nation B</td><td style='text-align:center'>D. Nation D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
45,12,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The fiscal deficit of Brazil nearly equals the budget surplus of which of these nations:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Nation A</td><td style='text-align:center'>C. Nation C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Nation B</td><td style='text-align:center'>D. Nation D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
46,12,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these nations does the budget surplus of nearly equal the fiscal deficit of Brazil:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Nation A</td><td style='text-align:center'>C. Nation C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Nation B</td><td style='text-align:center'>D. Nation D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
47,12,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The budget surplus of which of these nations nearly equals the fiscal deficit of Brazil:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Nation A</td><td style='text-align:center'>C. Nation C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Nation B</td><td style='text-align:center'>D. Nation D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
48,13,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these famous criminals did the ex-wife of Frank Sinatra sometimes socialize with the accomplices of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Criminal A</td><td style='text-align:center'>C. Criminal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Criminal B</td><td style='text-align:center'>D. Criminal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,1,item
49,13,NoExtr_whObj,NoExtr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The ex-wife of Frank Sinatra sometimes socialized with the accomplices of which of these famous criminals:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Criminal A</td><td style='text-align:center'>C. Criminal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Criminal B</td><td style='text-align:center'>D. Criminal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
50,13,Extr_whSubj,Extr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these famous criminals did the accomplices of sometimes socialize with the ex-wife of Frank Sinatra:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Criminal A</td><td style='text-align:center'>C. Criminal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Criminal B</td><td style='text-align:center'>D. Criminal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,item
51,13,NoExtr_whSubj,NoExtr,whSubj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The accomplices of which of these famous criminals sometimes socialized with the ex-wife of Frank Sinatra:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Criminal A</td><td style='text-align:center'>C. Criminal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Criminal B</td><td style='text-align:center'>D. Criminal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,4,item
52,14,Extr_whObj,Extr,whObj,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these companies did the widow of George Washington eventually marry the owner of:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Company A</td><td style='text-align:center'>C. Company C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Company B</td><td style='text-align:center'>D. Company D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,item
